Parent_Group_Label,Parent_Group_Number,Parent_Group_Type,Subgroup_Label,Subgroup_Number,Subgroup_Type,Component,REGION,PriceRegionLabel,Group_Outlier_Flag,Hist_Count,Hist_Mean,Hist_SD,Hist_Daily_Change_SD,Hist_Median,Hist_Robust_SD,Hist_Min,Hist_Max,History_Last_Date,History_Last_Basis
Global_G07,7,regular,Global_G07_S03,3,supergroup,FGT-Z3,Southeast,Southeast,In-family,63,1.1372619047619048,0.7128185075139238,0.6080220446514468,0.8850000000000002,0.21497699999999936,0.5099999999999998,4.525,2026-09-03,2.8674999999999997
Global_G08,8,regular,Global_G08_S01,1,supergroup,AGT-CG (non-G),Northeast,Northeast - Demand,In-family,63,-0.4470301587301588,0.49439583123924963,0.3153922343756976,-0.5550000000000002,0.44477999999999973,-1.095,1.2599999999999998,2026-09-03,-0.8729
Global_G08,8,regular,Global_G08_S01,1,supergroup,TGP-Z6 200L North,Northeast,Northeast - Demand Rest,In-family,63,-0.20983174603174604,0.6181672518291462,0.349854525164995,-0.43500000000000005,0.33358499999999947,-0.8693999999999997,1.4700000000000002,2026-09-03,-0.8693999999999997
Global_G08,8,regular,Global_G08_S01,1,supergroup,TGP-Z6 200L South,Northeast,Northeast - Demand Rest,In-family,63,-0.47009206349206345,0.4719517318477181,0.27135235436993116,-0.52,0.43736699999999956,-1.08,0.7949999999999999,2026-09-03,-0.9758
Global_G08,8,regular,Global_G08_S01,1,supergroup,TGP-Z6 300L,Northeast,Northeast - Demand Rest,No forward mark,62,-0.3757258064516128,0.4789262638531691,0.2802564204477496,-0.5174999999999998,0.35953049999999986,-0.9949999999999999,0.81,2026-09-02,-0.9649999999999999
Global_G08,8,regular,Global_G08_S02,2,regular,Iroquois (into),Northeast,Northeast - Demand,In-family,63,-0.18938730158730158,0.13352094857031702,0.10595383232746104,-0.21999999999999975,0.08895600000000008,-0.5199999999999996,0.18999999999999995,2026-09-03,-0.10139999999999993
Global_G08,8,regular,Global_G08_S02,2,regular,Iroquois-Z2,Northeast,Northeast - Demand Rest,In-family,63,0.1998285714285714,1.0205452431734985,0.6069584031739743,-0.1349999999999998,0.16308599999999981,-0.4849999999999999,3.94,2026-09-03,-0.07079999999999975
Global_G09,9,regular,Global_G09_S01,1,regular,NGPL-STX,South Central,SouthCentral - TexCoast,Outlier,63,-0.4203666666666666,0.11525498659703999,0.058667880510514296,-0.4049999999999998,0.11119500000000025,-0.6799999999999997,-0.21499999999999986,2026-09-03,-0.2681
Global_G09,9,regular,Global_G09_S01,1,regular,TETCO-STX,South Central,SouthCentral - TexCoast,In-family,63,-0.4043682539682539,0.12005461771210207,0.06377373872883929,-0.3900000000000001,0.10378199999999976,-0.6749999999999998,-0.2150000000000003,2026-09-03,-0.2502
Global_G09,9,regular,Global_G09_S01,1,regular,TGP-Z0 Border Pool,South Central,SouthCentral - TexCoast,No forward mark,62,-0.4300806451612903,0.11299387744723405,0.056620923356552846,-0.405,0.08154299999999991,-0.69,-0.21499999999999986,2026-09-02,-0.31999999999999984
Global_G09,9,regular,Global_G09_S01,1,regular,TGP-Z0 North,South Central,SouthCentral - Mexico,Strong outlier,63,-0.38487936507936493,0.12312281458185605,0.05926620815778952,-0.3706999999999998,0.0982963800000007,-0.6607999999999996,-0.1856,2026-09-03,-0.2304999999999997
Global_G09,9,regular,Global_G09_S01,1,regular,TGP-Z0 South,South Central,SouthCentral - TexCoast,Outlier,63,-0.42404603174603167,0.1205833065338819,0.06196228190307101,-0.4056000000000002,0.10882283999999987,-0.6906999999999996,-0.21350000000000025,2026-09-03,-0.26049999999999995
Global_G09,9,regular,Global_G09_S01,1,regular,Tres Palacios (inj),South Central,SouthCentral - TexCoast,No forward mark,54,-0.4246648148148149,0.12149238683719658,0.07251373980210289,-0.40500000000000025,0.10763675999999998,-0.69,-0.2450000000000001,2026-09-01,-0.36750000000000016
Global_G10,10,regular,Global_G10_S01,1,regular,ANR-SW,South Central,SouthCentral - Midcon,In-family,63,-0.38159841269841266,0.13552452044778138,0.07519861923428856,-0.3600000000000003,0.09636900000000058,-0.7199999999999998,-0.18000000000000016,2026-09-03,-0.3506999999999998
Global_G10,10,regular,Global_G10_S01,1,regular,Enable West Pool ,South Central,SouthCentral - Midcon,No forward mark,62,-0.35233387096774194,0.13116930736497018,0.07464980793770751,-0.32994999999999997,0.08702862000000029,-0.6682999999999999,-0.14329999999999998,2026-09-03,-0.33809999999999985
Global_G10,10,regular,Global_G10_S01,1,regular,NGPL-Midcont Pool,South Central,SouthCentral - Midcon,In-family,63,-0.3752777777777778,0.13294744225231894,0.07087796703489366,-0.35250000000000004,0.0926625,-0.71,-0.17000000000000037,2026-09-03,-0.35250000000000004
Global_G10,10,regular,Global_G10_S01,1,regular,Panhandle,South Central,SouthCentral - Midcon,In-family,63,-0.42947777777777774,0.13348784098844454,0.06874447241852638,-0.43500000000000005,0.1408469999999996,-0.7449999999999997,-0.18999999999999995,2026-09-03,-0.41210000000000013
Global_G10,10,regular,Global_G10_S01,1,regular,Southern Star,South Central,SouthCentral - Midcon,Watch,63,-0.3842444444444444,0.1471135065154901,0.061694425231997294,-0.34499999999999975,0.08154300000000023,-0.7799999999999998,-0.1299999999999999,2026-09-03,-0.34739999999999993
Global_G11,11,regular,Global_G11_S01,1,regular,ENT-STX Map,South Central,SouthCentral - Mexico,No forward mark,63,-0.4259063492063493,0.11048191338333992,0.053107656443533414,-0.4198999999999997,0.09562769999999966,-0.6717999999999997,-0.18310000000000004,2026-09-03,-0.24120000000000008
Global_G11,11,regular,Global_G11_S01,1,regular,Katy-Enstor Pool,South Central,SouthCentral - TexCoast,Watch,57,-0.40244912280701745,0.1273647491638637,0.0694608730373934,-0.3881000000000001,0.12883793999999996,-0.6868999999999996,-0.20500000000000007,2026-09-03,-0.23809999999999976
Global_G11,11,regular,Global_G11_S01,1,regular,Katy-Lonestar Inter,South Central,SouthCentral - TexCoast,No forward mark,60,-0.41077166666666665,0.12807034096332867,0.07104841324851319,-0.39280000000000026,0.1361026799999998,-0.6938,-0.2250000000000001,2026-09-03,-0.23649999999999993
Global_G11,11,regular,Global_G11_S01,1,regular,Katy-Oasis,South Central,SouthCentral - TexCoast,Watch,63,-0.39758571428571426,0.1206040146139995,0.07149152703177308,-0.3887999999999998,0.11519802000000015,-0.6647999999999996,-0.19810000000000016,2026-09-03,-0.2269000000000001
Global_G11,11,regular,Global_G11_S02,2,small_outlier,HSC-HPL Pool,South Central,SouthCentral - TexCoast,In-family,63,-0.42829206349206356,0.10443596479397083,0.056822090448896294,-0.4249999999999998,0.08154299999999957,-0.6699999999999999,-0.14000000000000012,2026-09-03,-0.2873999999999999
Global_G12,12,regular,Global_G12_S01,1,regular,ANR-SE-T,South Central,SouthCentral - Henry,In-family,63,-0.25669206349206364,0.10980754322403866,0.06264021006912383,-0.23999999999999977,0.07413000000000039,-0.5300000000000002,-0.11000000000000032,2026-09-03,-0.15660000000000007
Global_G12,12,regular,Global_G12_S01,1,regular,Pine Prairie,South Central,SouthCentral - Henry,In-family,63,-0.23104920634920634,0.10098329927879612,0.05781400320126144,-0.2150000000000003,0.08154300000000023,-0.49499999999999966,-0.0950000000000002,2026-09-03,-0.1610999999999998
Global_G12,12,regular,Global_G12_S01,1,regular,TETCO-WLA,South Central,SouthCentral - Henry,In-family,63,-0.2674920634920635,0.09269336772319187,0.0506414930110075,-0.2599999999999998,0.09340379999999958,-0.5,-0.16500000000000004,2026-09-03,-0.19700000000000006
Global_G12,12,regular,Global_G12_S01,1,regular,Transco-45,South Central,SouthCentral - Henry,No forward mark,63,-0.2666,0.11455237990515717,0.07306683632174546,-0.23999999999999977,0.07412999999999907,-0.5799999999999996,-0.1299999999999999,2026-09-03,-0.16579999999999995
