Component,Parent_Group_Label,Parent_Group_Number,Parent_Group_Type,Subgroup_Label,Subgroup_Number,Subgroup_Type,REGION,PriceRegionLabel,Tree_Depth,Tree_Level_1,Tree_Level_2,Tree_Level_3,Scope,Season,Fin Basis Name,Platts Market,Platt Market w/ ICE in the name,Platts Forward Settle,GasDaily,ICE Market,Hist_Count,Hist_Mean,Hist_SD,Hist_Daily_Change_SD,Hist_Median,Hist_Robust_SD,Hist_Min,Hist_Max,History_Last_Date,History_Last_Basis,Final Mark,Mark_Basis,Hist_Effective_Scale,Own_History_Expected_Value,Own_History_Delta,Forward_Z,Forward_Robust_Z,Forward_Abs_Z,Has_Forward_Final_Mark,HistCal_Check_Type,HistCal_Window_Label,HistCal_Actual_Label,HistCal_Current_Month,HistCal_Mark_Month,HistCal_CurrentMTD_Basis,HistCal_CurrentMTD_Z,HistCal_Mark_Mean,HistCal_Mark_Delta,HistCal_Mark_Z,HistCal_Transition,HistCal_Transition_Mean,HistCal_Transition_Delta,HistCal_Transition_Magnitude_Delta,HistCal_Transition_Z,HistCal_Sample_Years,HistCal_Pattern,HistCal_Transition_Degree,HistCal_Transition_Degree_Score,HistCal_Component_CurrentMonth_SD,HistCal_Component_HistoricalMonth_SD,HistCal_Transition_Degree_Scale_Source,Parent_Model_Label,Parent_Group_Size,Parent_Peers_With_Final_Mark,Parent_Selected_Peer_Count,Parent_Selected_Peers,Parent_Avg_Selected_Corr,Parent_Min_Selected_Corr,Parent_Max_Selected_Corr,Parent_Mean_Pair_Scale,Parent_Reliability,Parent_Peer_Implied_Final_Mark,Parent_Peer_Residual,Parent_Peer_Residual_Z,Subgroup_Model_Label,Subgroup_Group_Size,Subgroup_Peers_With_Final_Mark,Subgroup_Selected_Peer_Count,Subgroup_Selected_Peers,Subgroup_Avg_Selected_Corr,Subgroup_Min_Selected_Corr,Subgroup_Max_Selected_Corr,Subgroup_Mean_Pair_Scale,Subgroup_Reliability,Subgroup_Peer_Implied_Final_Mark,Subgroup_Peer_Residual,Subgroup_Peer_Residual_Z,Chosen_Group_Level,Chosen_Group_Label,Chosen_Group_Selected_Peer_Count,Chosen_Group_Selected_Peers,Chosen_Group_Reliability,Chosen_Group_Peer_Implied_Final_Mark,Chosen_Group_Peer_Residual,Chosen_Group_Mean_Pair_Scale,Chosen_Group_Peer_Residual_Z,Chosen_Group_Peer_Signal,Own_History_Direction,Chosen_Group_Peer_Direction,Chosen_Group_Peer_Trusted,Chosen_Group_Direction_Agree,Chosen_Group_Peer_Score_v2,Own_History_Range_Watch_Low,Own_History_Range_Watch_High,Own_History_Range_Outlier_Low,Own_History_Range_Outlier_High,Own_History_Range_Strong_Low,Own_History_Range_Strong_High,Chosen_Group_Peer_Watch_Threshold_Z,Chosen_Group_Peer_Outlier_Threshold_Z,Chosen_Group_Peer_Strong_Threshold_Z,Chosen_Group_Peer_Range_Watch_Low,Chosen_Group_Peer_Range_Watch_High,Chosen_Group_Peer_Range_Outlier_Low,Chosen_Group_Peer_Range_Outlier_High,Chosen_Group_Peer_Range_Strong_Low,Chosen_Group_Peer_Range_Strong_High,Overall_Combined_Score,Group_Outlier_Flag,Outlier_Reasons,Plot_Flag_Label,Plot_Flag_Short,Plot_Annotate,Plot_Label_Text,Plot_Flag_Priority
Rover-PEPL,Global_G02,2,regular,Global_G02_S03,3,supergroup,Northeast,Northeast - Appalachia,3,Global_G02,Global_G02_S03,Rover-PEPL,GLOBAL,Autumn,,Rover delivered FDt Com,ICE Rover delivered into Panhandle FDt Com,"Rover, delivered",REX-Z3 Del Pool,Rover-PEPL,62,-0.33725806451612916,0.12015248992649613,0.06621365896761625,-0.3125,0.1074885,-0.645,-0.16000000000000014,2026-09-02,-0.3049999999999997,,,0.1074885,-0.3125,,,,,False,balmo_transition,September 4-30,September 3,September,September,-0.3049999999999997,,,,,,,,,,8,,,,,,,Global_G02,13,2,11,Lebanon | REX E-ANR | REX E-MidW | Trunkline-Z1A | NBPL-Ventura | NNG-Demarc | NNG-Ventura | APC-ACE | Consumers | Michcon | Union-Dawn,0.9303094389969014,0.6342474558281499,0.9791168265866278,0.03175244159393055,0.9303094389969014,-0.41032425808832607,,,Global_G02 | Global_G02_S03,2,0,0,,,,,,,,,,OwnHistoryOnly,,0,,,,,,,,,,False,False,0.0,-0.527477,-0.097523,-0.6349655000000001,0.009965500000000016,-0.742454,0.117454,,,,,,,,,,0.0,No forward mark,No forward mark,,,False,,-1
APC-ACE,Global_G02,2,regular,Global_G02_S04,4,supergroup,Midwest,Midwest - Chicago,3,Global_G02,Global_G02_S04,APC-ACE,GLOBAL,Autumn,Chicago,Alliance Interstates FDt Com,ICE Alliance Chicago Exchange Hub FDt Com,,Chicago,APC-ACE,63,-0.2649761904761905,0.12823065246037993,0.06445091526567143,-0.2549999999999999,0.08154299999999957,-0.605,-0.05500000000000016,2026-09-03,-0.17349999999999977,,,0.08154299999999957,-0.2549999999999999,,,,,False,balmo_transition,September 4-30,September 3,September,September,-0.17349999999999977,,,,,,,,,,25,,,,,,,Global_G02,13,2,12,Lebanon | REX E-ANR | REX E-MidW | Trunkline-Z1A | NBPL-Ventura | NNG-Demarc | NNG-Ventura | Rover-ANR | Rover-PEPL | Consumers | Michcon | Union-Dawn,0.9387688618289057,0.6401996150184699,0.9804014634009337,0.03298635995127101,0.9387688618289057,-0.32954149836848606,,,Global_G02 | Global_G02_S04,2,0,1,Consumers,0.9582667934033142,0.9582667934033142,0.9582667934033142,0.022238999999999523,0.9582667934033142,,,,OwnHistoryOnly,,0,,,,,,,,,,False,False,0.0,-0.41808599999999907,-0.09191400000000075,-0.4996289999999986,-0.010371000000001185,-0.5811719999999982,0.0711719999999984,,,,,,,,,,0.0,No forward mark,No forward mark,,,False,,-1
Consumers,Global_G02,2,regular,Global_G02_S04,4,supergroup,Midwest,Midwest - Demand,3,Global_G02,Global_G02_S04,Consumers,GLOBAL,Autumn,,Cons Energy CG FDt Com,,Consumers city-gate,,Consumers,63,-0.2546222222222222,0.12021737360948584,0.06704082286335439,-0.25,0.09636899999999991,-0.5549999999999997,-0.06000000000000005,2026-09-03,-0.18120000000000003,,,0.09636899999999991,-0.25,,,,,False,balmo_transition,September 4-30,September 3,September,September,-0.18120000000000003,,,,,,,,,,26,,,,,,,Global_G02,13,2,12,Lebanon | REX E-ANR | REX E-MidW | Trunkline-Z1A | NBPL-Ventura | NNG-Demarc | NNG-Ventura | Rover-ANR | Rover-PEPL | APC-ACE | Michcon | Union-Dawn,0.9154839445444432,0.5267313147445861,0.9705882398643836,0.03092995280368846,0.9154839445444432,-0.32609514862010464,,,Global_G02 | Global_G02_S04,2,0,1,APC-ACE,0.9582667934033142,0.9582667934033142,0.9582667934033142,0.022238999999999523,0.9582667934033142,,,,OwnHistoryOnly,,0,,,,,,,,,,False,False,0.0,-0.44273799999999985,-0.057262000000000174,-0.5391069999999998,0.039106999999999725,-0.6354759999999997,0.13547599999999965,,,,,,,,,,0.0,No forward mark,No forward mark,,,False,,-1
Michcon,Global_G02,2,regular,Global_G02_S05,5,regular,Midwest,Midwest - Demand,3,Global_G02,Global_G02_S05,Michcon,GLOBAL,Autumn,MICHCON,Mich Con CG FDt Com,,Mich Con city-gate,,Michcon,63,-0.35223492063492057,0.18351830194282384,0.07608155995511394,-0.27500000000000036,0.14826000000000078,-0.8249999999999997,-0.11500000000000021,2026-09-03,-0.5758000000000001,-0.5154999999999998,Bid+Ask,0.14826000000000078,-0.27500000000000036,-0.2404999999999995,-0.8896392220103772,-1.6221502765411995,1.6221502765411995,True,balmo_transition,September 4-30,September 3,September,September,-0.5758000000000001,-1.6293991380421677,-0.27014344978908306,-0.2453565502109168,-0.9581743410667704,0.06030000000000024,-0.06427203215770508,0.12457203215770532,-0.003972032157704836,2.093972896485667,26,opposite transition,,,0.05367693483548899,0.34614244185046816,current-month,Global_G02,13,1,12,Lebanon | REX E-ANR | REX E-MidW | Trunkline-Z1A | NBPL-Ventura | NNG-Demarc | NNG-Ventura | Rover-ANR | Rover-PEPL | APC-ACE | Consumers | Union-Dawn,0.6174967783696578,0.49988260476662066,0.7151021632986521,0.04116888493445781,0.6174967783696578,-0.2636999999999996,-0.25180000000000025,-6.793470929448177,Global_G02 | Global_G02_S05,2,0,1,Union-Dawn,0.626030321146364,0.626030321146364,0.626030321146364,0.06301049999999932,0.626030321146364,,,,Parent,Global_G02,12,Lebanon | REX E-ANR | REX E-MidW | Trunkline-Z1A | NBPL-Ventura | NNG-Demarc | NNG-Ventura | Rover-ANR | Rover-PEPL | APC-ACE | Consumers | Union-Dawn,0.6174967783696578,-0.2636999999999996,-0.25180000000000025,0.04116888493445781,-6.793470929448177,4.1949464128821745,Lower than own-history expected value,Lower than peer-implied value,False,True,0.0,-0.5715200000000019,0.021520000000001205,-0.7197800000000028,0.16978000000000198,-0.8680400000000035,0.31804000000000276,1.5907160569987961,3.1814321139975923,2.5451456911980737,-0.3291880063139775,-0.19821199368602171,-0.3946760126279554,-0.13272398737204386,-0.3684808101023642,-0.158919189897635,1.6221502765411995,In-family,history=Lower than own-history expected value; peers=very far below peer-implied value; parent peers=12; peer model untrusted; pattern=opposite transition; historical check type=balmo_transition; historical window=September 4-30; actual point=September 3; current month name=September; mark month name=September; mark history mean=-0.27; mark history delta=-0.25; current transition=+0.06; transition mean=-0.06; transition delta=+0.12; transition magnitude delta=-0.00; component current-month sd=0.05; component historical month sd=0.35; transition degree scale source=current-month; actual-to-date z=-1.63; mark z=-0.96; transition z=2.09; pattern years=26,,,False,,0
Union-Dawn,Global_G02,2,regular,Global_G02_S05,5,regular,Northeast,Northeast - Appalachia,3,Global_G02,Global_G02_S05,Union-Dawn,GLOBAL,Autumn,,Dawn Ontario FDt Com,,"Dawn, Ontario",,Union-Dawn,62,-0.24403225806451606,0.11903587663374889,0.0619253913864148,-0.25,0.0704234999999998,-0.5349999999999997,-0.06000000000000005,2026-09-02,-0.19999999999999973,,,0.0704234999999998,-0.25,,,,,False,balmo_transition,September 4-30,September 3,September,September,-0.19999999999999973,,,,,,,,,,26,,,,,,,Global_G02,13,2,12,Lebanon | REX E-ANR | REX E-MidW | Trunkline-Z1A | NBPL-Ventura | NNG-Demarc | NNG-Ventura | Rover-ANR | Rover-PEPL | APC-ACE | Consumers | Michcon,0.9247884626698143,0.626030321146364,0.9705882398643835,0.03690010271494,0.9247884626698143,-0.31672451748372,,,Global_G02 | Global_G02_S05,2,1,1,Michcon,0.626030321146364,0.626030321146364,0.626030321146364,0.06301049999999932,0.626030321146364,-0.4630000000000001,,,OwnHistoryOnly,,0,,,,,,,,,,False,False,0.0,-0.3908469999999996,-0.10915300000000039,-0.4612704999999994,-0.03872950000000058,-0.5316939999999992,0.03169399999999922,,,,,,,,,,0.0,No forward mark,No forward mark,,,False,,-1
Carthage,Global_G03,3,regular,Global_G03_S01,1,regular,South Central,SouthCentral - Perryville,3,Global_G03,Global_G03_S01,Carthage,GLOBAL,Autumn,HSC-HPL POOL,Carthage Hub FDt Com,ICE Carthage Hub Tailgate FDt Com,,,Carthage,63,-0.3424730158730158,0.12698579702946863,0.07016780528843153,-0.33999999999999986,0.05930400000000005,-0.6799999999999997,-0.13500000000000023,2026-09-03,-0.20579999999999998,,,0.05930400000000005,-0.33999999999999986,,,,,False,balmo_transition,September 4-30,September 3,September,September,-0.20579999999999998,,,,,,,,,,26,,,,,,,Global_G03,12,1,11,NGPL-AM Pool | NGPL-MidAm | PGLC | Bennington | MEP-Lamar | NGPL-TXOK East | Chicago | NGPL-Nicor | NGPL-Nipsco | REX E-NGPL | REX-Z3 Del Pool,0.9453129172016449,0.9232927894009794,0.9638330215449453,0.0443162250307618,0.9453129172016449,-0.2939999999999999,,,Global_G03 | Global_G03_S01,4,0,3,NGPL-AM Pool | NGPL-MidAm | PGLC,0.9327769583151079,0.9232927894009794,0.9512709796568003,0.049484520929780805,0.9327769583151079,,,,OwnHistoryOnly,,0,,,,,,,,,,False,False,0.0,-0.45860799999999996,-0.22139199999999976,-0.517912,-0.1620879999999997,-0.5772160000000001,-0.10278399999999965,,,,,,,,,,0.0,No forward mark,No forward mark,,,False,,-1
NGPL-AM Pool,Global_G03,3,regular,Global_G03_S01,1,regular,South Central,SouthCentral - Midcon,3,Global_G03,Global_G03_S01,NGPL-AM Pool,GLOBAL,Autumn,NGPL-MIDCONT POOL,NGPL Amarillo Rcpt FDt Com,ICE NGPL Amarillo Pooling PIN FDt Com,,,NGPL-AM Pool,63,-0.34483968253968245,0.14028809015239768,0.07559192576685855,-0.31499999999999995,0.11119500000000025,-0.7249999999999996,-0.13500000000000023,2026-09-03,-0.30489999999999995,,,0.11119500000000025,-0.31499999999999995,,,,,False,balmo_transition,September 4-30,September 3,September,September,-0.30489999999999995,,,,,,,,,,26,,,,,,,Global_G03,12,1,11,Carthage | NGPL-MidAm | PGLC | Bennington | MEP-Lamar | NGPL-TXOK East | Chicago | NGPL-Nicor | NGPL-Nipsco | REX E-NGPL | REX-Z3 Del Pool,0.9581162032967075,0.9232927894009793,0.9811342418564257,0.041449197927807796,0.9581162032967075,-0.2989999999999997,,,Global_G03 | Global_G03_S01,4,0,3,Carthage | NGPL-MidAm | PGLC,0.9584286802480234,0.9232927894009793,0.9811342418564257,0.0498712115656103,0.9584286802480234,,,,OwnHistoryOnly,,0,,,,,,,,,,False,False,0.0,-0.5373900000000005,-0.09260999999999944,-0.6485850000000006,0.018585000000000795,-0.759780000000001,0.12978000000000106,,,,,,,,,,0.0,No forward mark,No forward mark,,,False,,-1
NGPL-MidAm,Global_G03,3,regular,Global_G03_S01,1,regular,Midwest,Midwest - Chicago,3,Global_G03,Global_G03_S01,NGPL-MidAm,GLOBAL,Autumn,,,ICE NGPL Mid-American Citygate FDt Com,,Chicago,NGPL-MidAm,44,-0.27871136363636356,0.13585984778424312,0.06951519436829627,-0.23999999999999977,0.08154300000000023,-0.5899999999999999,-0.10000000000000009,2026-09-02,-0.20009999999999994,,,0.08154300000000023,-0.23999999999999977,,,,,False,balmo_transition,September 4-30,September 3,September,September,-0.20009999999999994,,,,,,,,,,11,,,,,,,Global_G03,12,1,11,Carthage | NGPL-AM Pool | PGLC | Bennington | MEP-Lamar | NGPL-TXOK East | Chicago | NGPL-Nicor | NGPL-Nipsco | REX E-NGPL | REX-Z3 Del Pool,0.9841819655194566,0.9512709796568004,0.999941764419077,0.02168737510980567,0.9841819655194566,-0.21899999999999986,,,Global_G03 | Global_G03_S01,4,0,3,Carthage | NGPL-AM Pool | PGLC,0.9765114751502093,0.9512709796568004,0.9971292039374018,0.03142367773030953,0.9765114751502093,,,,OwnHistoryOnly,,0,,,,,,,,,,False,False,0.0,-0.4030860000000002,-0.07691399999999932,-0.4846290000000004,0.00462900000000091,-0.5661720000000007,0.08617200000000114,,,,,,,,,,0.0,No forward mark,No forward mark,,,False,,-1
PGLC,Global_G03,3,regular,Global_G03_S01,1,regular,Midwest,Midwest - Demand,3,Global_G03,Global_G03_S01,PGLC,GLOBAL,Autumn,,Chicago Peoples FDt Com,,Chicago-Peoples,Chicago,PGLC,62,-0.2725290322580645,0.1291938236191777,0.06893928840899646,-0.25250000000000017,0.0926625,-0.605,-0.05500000000000016,2026-09-02,-0.20499999999999963,,,0.0926625,-0.25250000000000017,,,,,False,balmo_transition,September 4-30,September 3,September,September,-0.20499999999999963,,,,,,,,,,12,,,,,,,Global_G03,12,1,11,Carthage | NGPL-AM Pool | NGPL-MidAm | Bennington | MEP-Lamar | NGPL-TXOK East | Chicago | NGPL-Nicor | NGPL-Nipsco | REX E-NGPL | REX-Z3 Del Pool,0.9715473324015712,0.9237671058875441,0.9971292039374018,0.029081252985177934,0.9715473324015712,-0.22899999999999965,,,Global_G03 | Global_G03_S01,4,0,3,Carthage | NGPL-AM Pool | NGPL-MidAm,0.963918439770537,0.9237671058875441,0.9971292039374018,0.032881358008190635,0.963918439770537,,,,OwnHistoryOnly,,0,,,,,,,,,,False,False,0.0,-0.43782500000000013,-0.06717500000000018,-0.5304875000000002,0.02548749999999983,-0.6231500000000001,0.11814999999999981,,,,,,,,,,0.0,No forward mark,No forward mark,,,False,,-1
Bennington,Global_G03,3,regular,Global_G03_S02,2,supergroup,South Central,SouthCentral - TexCoast,3,Global_G03,Global_G03_S02,Bennington,GLOBAL,Autumn,,,ICE Bennington Oklahoma (buyers' choice) FDt Com,,NGPL-TXOK East,Bennington,63,-0.2838714285714285,0.11343447224317454,0.06076798741568741,-0.2601,0.05663532000000034,-0.5803999999999996,-0.121,2026-09-03,-0.17169999999999996,,,0.05663532000000034,-0.2601,,,,,False,balmo_transition,September 4-30,September 3,September,September,-0.17169999999999996,,,,,,,,,,7,,,,,,,Global_G03,12,1,11,Carthage | NGPL-AM Pool | NGPL-MidAm | PGLC | MEP-Lamar | NGPL-TXOK East | Chicago | NGPL-Nicor | NGPL-Nipsco | REX E-NGPL | REX-Z3 Del Pool,0.9672391733996534,0.9337310630488425,0.9981886169398795,0.03721802808279772,0.9672391733996534,-0.24154999999999993,,,Global_G03 | Global_G03_S02,3,0,2,MEP-Lamar | NGPL-TXOK East,0.9972519328715894,0.9963152488032992,0.9981886169398795,0.00630084111680481,0.9972519328715894,,,,OwnHistoryOnly,,0,,,,,,,,,,False,False,0.0,-0.3733706400000007,-0.1468293599999993,-0.430005960000001,-0.09019403999999898,-0.4866412800000014,-0.033558719999998626,,,,,,,,,,0.0,No forward mark,No forward mark,,,False,,-1
MEP-Lamar,Global_G03,3,regular,Global_G03_S02,2,supergroup,South Central,SouthCentral - TexCoast,3,Global_G03,Global_G03_S02,MEP-Lamar,GLOBAL,Autumn,,,ICE MEP-Lamar FDt Com,,NGPL-TXOK East,MEP-Lamar,63,-0.2825746031746031,0.11709446967499791,0.061632888526951,-0.26180000000000003,0.05796966000000053,-0.5873999999999997,-0.11319999999999997,2026-09-03,-0.1842999999999999,,,0.05796966000000053,-0.26180000000000003,,,,,False,balmo_transition,September 4-30,September 3,September,September,-0.1842999999999999,,,,,,,,,,5,,,,,,,Global_G03,12,1,11,Carthage | NGPL-AM Pool | NGPL-MidAm | PGLC | Bennington | NGPL-TXOK East | Chicago | NGPL-Nicor | NGPL-Nipsco | REX E-NGPL | REX-Z3 Del Pool,0.9647820814716994,0.9327154296457679,0.9981886169398795,0.034186099330226254,0.9647820814716994,-0.24214999999999987,,,Global_G03 | Global_G03_S02,3,0,2,Bennington | NGPL-TXOK East,0.9974558030441472,0.996722989148415,0.9981886169398795,0.007634246296817596,0.9974558030441472,,,,OwnHistoryOnly,,0,,,,,,,,,,False,False,0.0,-0.3777393200000011,-0.14586067999999897,-0.4357089800000016,-0.08789101999999846,-0.49367864000000217,-0.029921359999997926,,,,,,,,,,0.0,No forward mark,No forward mark,,,False,,-1
NGPL-TXOK East,Global_G03,3,regular,Global_G03_S02,2,supergroup,South Central,SouthCentral - TexCoast,3,Global_G03,Global_G03_S02,NGPL-TXOK East,GLOBAL,Autumn,NGPL-TXOK EAST,NGPL Texok Zn FDt Com,ICE NGPL TXOK East Pool FDt Com,"NGPL, Texok zone",,NGPL-TXOK East,63,-0.335184126984127,0.11741945929616165,0.060473421269707034,-0.3099999999999996,0.05930400000000071,-0.645,-0.15500000000000025,2026-09-03,-0.2315999999999998,,,0.05930400000000071,-0.3099999999999996,,,,,False,balmo_transition,September 4-30,September 3,September,September,-0.2315999999999998,,,,,,,,,,26,,,,,,,Global_G03,12,1,11,Carthage | NGPL-AM Pool | NGPL-MidAm | PGLC | Bennington | MEP-Lamar | Chicago | NGPL-Nicor | NGPL-Nipsco | REX E-NGPL | REX-Z3 Del Pool,0.9704520601852443,0.9416428963652196,0.996722989148415,0.029753865434236786,0.9704520601852443,-0.29149999999999965,,,Global_G03 | Global_G03_S02,3,0,2,Bennington | MEP-Lamar,0.9965191189758571,0.9963152488032994,0.996722989148415,0.007858052982344908,0.9965191189758571,,,,OwnHistoryOnly,,0,,,,,,,,,,False,False,0.0,-0.42860800000000104,-0.19139199999999817,-0.48791200000000173,-0.13208799999999749,-0.5472160000000025,-0.07278399999999677,,,,,,,,,,0.0,No forward mark,No forward mark,,,False,,-1
Chicago,Global_G03,3,regular,Global_G03_S03,3,supergroup,Midwest,Midwest - Chicago,3,Global_G03,Global_G03_S03,Chicago,GLOBAL,Autumn,Chicago,Chicago CG FDt Com,,Chicago city-gates,,,62,-0.26862903225806456,0.1288447068667266,0.0655942778725209,-0.24499999999999966,0.08154300000000056,-0.5949999999999998,-0.050000000000000266,2026-09-02,-0.20499999999999963,-0.22399999999999975,Bid+Ask+Last,0.08154300000000056,-0.24499999999999966,0.020999999999999908,0.3463784686493007,0.2575328354365153,0.2575328354365153,True,balmo_transition,September 4-30,September 3,September,September,-0.20499999999999963,0.02819625631326358,-0.2841327082711693,0.060132708271169566,0.25119215781023496,-0.019000000000000128,-0.07385257547631083,0.0548525754763107,-0.0548525754763107,0.6241171790330998,26,slight weaker than history,slight,0.14654224905589638,0.0636396103067895,0.3743123626783426,historical same-month,Global_G03,12,0,11,Carthage | NGPL-AM Pool | NGPL-MidAm | PGLC | Bennington | MEP-Lamar | NGPL-TXOK East | NGPL-Nicor | NGPL-Nipsco | REX E-NGPL | REX-Z3 Del Pool,0.9777319977157327,0.9367337292473781,0.9999417644190771,0.023902065361625844,0.9777319977157327,,,,Global_G03 | Global_G03_S03,3,0,2,NGPL-Nicor | NGPL-Nipsco,0.9991630417957993,0.9991253989627527,0.9992006846288458,0.0064009243467326275,0.9991630417957993,,,,OwnHistoryOnly,,0,,,,,,,,Higher than own-history expected value,,False,False,0.0,-0.4080860000000008,-0.08191399999999854,-0.4896290000000013,-0.00037099999999798405,-0.5711720000000019,0.08117200000000258,,,,,,,,,,0.2575328354365153,In-family,history=Higher than own-history expected value; pattern=slight weaker than history; historical check type=balmo_transition; historical window=September 4-30; actual point=September 3; current month name=September; mark month name=September; mark history mean=-0.28; mark history delta=+0.06; current transition=-0.02; transition mean=-0.07; transition delta=+0.05; transition magnitude delta=-0.05; transition degree=slight; transition degree score=0.15; component current-month sd=0.06; component historical month sd=0.37; transition degree scale source=historical same-month; actual-to-date z=0.03; mark z=0.25; transition z=0.62; pattern years=26,,,False,,0
NGPL-Nicor,Global_G03,3,regular,Global_G03_S03,3,supergroup,Midwest,Midwest - Chicago,3,Global_G03,Global_G03_S03,NGPL-Nicor,GLOBAL,Autumn,Chicago,Chicago Nicor FDt Com,,Chicago-Nicor,Chicago,NGPL-Nicor,63,-0.26591587301587305,0.1273988810989874,0.06518065585691506,-0.24499999999999966,0.08154299999999957,-0.585,-0.05500000000000016,2026-09-03,-0.16769999999999996,,,0.08154299999999957,-0.24499999999999966,,,,,False,balmo_transition,September 4-30,September 3,September,September,-0.16769999999999996,,,,,,,,,,10,,,,,,,Global_G03,12,1,11,Carthage | NGPL-AM Pool | NGPL-MidAm | PGLC | Bennington | MEP-Lamar | NGPL-TXOK East | Chicago | NGPL-Nipsco | REX E-NGPL | REX-Z3 Del Pool,0.9771172284511127,0.9363809124552033,0.9993002126307062,0.024026435084115345,0.9771172284511127,-0.22399999999999975,,,Global_G03 | Global_G03_S03,3,1,2,Chicago | NGPL-Nipsco,0.9985204891389221,0.9978402936489984,0.9992006846288458,0.007412999999999842,0.9985204891389221,-0.22399999999999975,,,OwnHistoryOnly,,0,,,,,,,,,,False,False,0.0,-0.40808599999999884,-0.08191400000000051,-0.48962899999999837,-0.0003710000000009539,-0.571171999999998,0.08117199999999863,,,,,,,,,,0.0,No forward mark,No forward mark,,,False,,-1
NGPL-Nipsco,Global_G03,3,regular,Global_G03_S03,3,supergroup,Midwest,Midwest - Chicago,3,Global_G03,Global_G03_S03,NGPL-Nipsco,GLOBAL,Autumn,Chicago,Chicago NIPSCO FDt Com,,Chicago-NIPSCO,Chicago,NGPL-Nipsco,63,-0.26671269841269846,0.12849247560757168,0.06673423578498854,-0.24499999999999966,0.08895600000000073,-0.5949999999999998,-0.050000000000000266,2026-09-03,-0.16290000000000004,,,0.08895600000000073,-0.24499999999999966,,,,,False,balmo_transition,September 4-30,September 3,September,September,-0.16290000000000004,,,,,,,,,,10,,,,,,,Global_G03,12,1,11,Carthage | NGPL-AM Pool | NGPL-MidAm | PGLC | Bennington | MEP-Lamar | NGPL-TXOK East | Chicago | NGPL-Nicor | REX E-NGPL | REX-Z3 Del Pool,0.9771670173754128,0.9346093027748177,0.999608131831763,0.02501345499317695,0.9771670173754128,-0.22399999999999975,,,Global_G03 | Global_G03_S03,3,1,2,Chicago | NGPL-Nicor,0.9984828463058755,0.9978402936489984,0.9991253989627525,0.006400234891428152,0.9984828463058755,-0.22399999999999975,,,OwnHistoryOnly,,0,,,,,,,,,,False,False,0.0,-0.4229120000000011,-0.0670879999999982,-0.5118680000000019,0.021868000000002552,-0.6008240000000026,0.11082400000000325,,,,,,,,,,0.0,No forward mark,No forward mark,,,False,,-1
REX E-NGPL,Global_G03,3,regular,Global_G03_S04,4,supergroup,Midwest,Midwest - Chicago,3,Global_G03,Global_G03_S04,REX E-NGPL,GLOBAL,Autumn,,,ICE REX (East) delivered into NGPL FDt Com,,REX-Z3 Del Pool,REX E-NGPL,63,-0.3160984126984127,0.1294415392917359,0.06585015126785167,-0.28610000000000024,0.11267760000000075,-0.6506999999999996,-0.12780000000000014,2026-09-03,-0.23349999999999982,,,0.11267760000000075,-0.28610000000000024,,,,,False,balmo_transition,September 4-30,September 3,September,September,-0.23349999999999982,,,,,,,,,,11,,,,,,,Global_G03,12,1,11,Carthage | NGPL-AM Pool | NGPL-MidAm | PGLC | Bennington | MEP-Lamar | NGPL-TXOK East | Chicago | NGPL-Nicor | NGPL-Nipsco | REX-Z3 Del Pool,0.9814000557622085,0.9521419755400069,0.9998842761660108,0.02640205219768345,0.9814000557622085,-0.2748999999999997,,,Global_G03 | Global_G03_S04,2,0,1,REX-Z3 Del Pool,0.9998842761660108,0.9998842761660108,0.9998842761660108,0.0021497699999999276,0.9998842761660108,,,,OwnHistoryOnly,,0,,,,,,,,,,False,False,0.0,-0.5114552000000018,-0.06074479999999874,-0.6241328000000025,0.051932800000002,-0.7368104000000033,0.16461040000000277,,,,,,,,,,0.0,No forward mark,No forward mark,,,False,,-1
REX-Z3 Del Pool,Global_G03,3,regular,Global_G03_S04,4,supergroup,Midwest,Midwest - Chicago,3,Global_G03,Global_G03_S04,REX-Z3 Del Pool,GLOBAL,Autumn,,REX Zone 3 delivered FDt Com,ICE REX zone 3 delivered Pool FDt Com,"REX, zone 3 delivered",,REX-Z3 Del Pool,62,-0.31733870967741934,0.12860766919339198,0.065239994103319,-0.2875000000000001,0.11490150000000018,-0.645,-0.13000000000000034,2026-09-02,-0.2849999999999997,,,0.11490150000000018,-0.2875000000000001,,,,,False,balmo_transition,September 4-30,September 3,September,September,-0.2849999999999997,,,,,,,,,,10,,,,,,,Global_G03,12,1,11,Carthage | NGPL-AM Pool | NGPL-MidAm | PGLC | Bennington | MEP-Lamar | NGPL-TXOK East | Chicago | NGPL-Nicor | NGPL-Nipsco | REX E-NGPL,0.9815329550624731,0.9519801974180753,0.9998842761660107,0.02561166920483607,0.9815329550624731,-0.274,,,Global_G03 | Global_G03_S04,2,0,1,REX E-NGPL,0.9998842761660107,0.9998842761660107,0.9998842761660107,0.0021497699999999276,0.9998842761660107,,,,OwnHistoryOnly,,0,,,,,,,,,,False,False,0.0,-0.5173030000000005,-0.05769699999999972,-0.6322045000000006,0.057204500000000436,-0.7471060000000008,0.17210600000000065,,,,,,,,,,0.0,No forward mark,No forward mark,,,False,,-1
