Component,Parent_Group_Label,Parent_Group_Number,Parent_Group_Type,Subgroup_Label,Subgroup_Number,Subgroup_Type,REGION,PriceRegionLabel,Tree_Depth,Tree_Level_1,Tree_Level_2,Tree_Level_3,Scope,Season,Fin Basis Name,Platts Market,Platt Market w/ ICE in the name,Platts Forward Settle,GasDaily,ICE Market,Hist_Count,Hist_Mean,Hist_SD,Hist_Daily_Change_SD,Hist_Median,Hist_Robust_SD,Hist_Min,Hist_Max,History_Last_Date,History_Last_Basis,Final Mark,Group_Outlier_Flag,Plot_Flag_Label,Plot_Flag_Short,Plot_Annotate,Plot_Label_Text,Chosen_Group_Level,Chosen_Group_Reliability,Overall_Combined_Score,Outlier_Reasons,History_Window_Start,History_Window_End,Has_Forward_Final_Mark
Eastern Gas-North,Global_G01,1,regular,Global_G01_S01,1,regular,Northeast,Northeast - Appalachia,3,Global_G01,Global_G01_S01,Eastern Gas-North,GLOBAL,Autumn,,Eastern Gas North FDt Com,,,,Eastern Gas-North,63,-0.905726984126984,0.21999062825078966,0.09916434958416531,-0.9099999999999999,0.2520419999999999,-1.36,-0.41500000000000004,2026-09-03,-1.1258,,No forward mark,,,False,,OwnHistoryOnly,,0.0,No forward mark,2026-07-03,2026-09-03,False
Leidy-Transco,Global_G01,1,regular,Global_G01_S01,1,regular,Northeast,Northeast - Appalachia,3,Global_G01,Global_G01_S01,Leidy-Transco,GLOBAL,Autumn,LEIDY-TRANSCO,Transco Leidy Line receipts FDt Com,,"Transco, Leidy Line receipts",,Leidy-Transco,63,-0.841722222222222,0.24123440577675884,0.11365111155921978,-0.8699999999999999,0.2446289999999997,-1.3,-0.2749999999999999,2026-09-03,-1.0334999999999999,,No forward mark,,,False,,OwnHistoryOnly,,0.0,No forward mark,2026-07-03,2026-09-03,False
Millennium-Ramapo,Global_G01,1,regular,Global_G01_S01,1,regular,Northeast,Northeast - Demand,3,Global_G01,Global_G01_S01,Millennium-Ramapo,GLOBAL,Autumn,,,,,TETCO-M3,Millennium-Ramapo,63,-0.8328698412698411,0.2400234199829195,0.11220593570250492,-0.8224,0.2428498799999999,-1.2561,-0.25039999999999996,2026-09-03,-1.0408,,No forward mark,,,False,,OwnHistoryOnly,,0.0,No forward mark,2026-07-03,2026-09-03,False
TCO,Global_G01,1,regular,Global_G01_S01,1,regular,Northeast,Northeast - Appalachia,3,Global_G01,Global_G01_S01,TCO,GLOBAL,Autumn,TCO,Col Gas Appal FDt Com,,"Columbia Gas, App.",,TCO,63,-0.7669555555555556,0.22574083468536307,0.07793230977878414,-0.76,0.2446289999999997,-1.2249999999999999,-0.31000000000000005,2026-09-03,-1.0781999999999998,-1.1794999999999998,In-family,,,False,,Parent,0.9411708345307456,1.7150004301451722,history=Lower than own-history expected value; peers=Higher than peer-implied value; parent peers=19; peer model trusted; history/peer direction disagree; pattern=in-line transition; historical check type=balmo_transition; historical window=September 4-30; actual point=September 3; current month name=September; mark month name=September; mark history mean=-0.74; mark history delta=-0.44; current transition=-0.10; transition mean=-0.10; transition delta=+0.00; transition magnitude delta=-0.00; component current-month sd=0.02; component historical month sd=0.48; transition degree scale source=current-month; actual-to-date z=-1.23; mark z=-1.01; transition z=0.02; pattern years=26,2026-07-03,2026-09-03,True
TGP-Z4 Sta-219,Global_G01,1,regular,Global_G01_S01,1,regular,Northeast,Northeast - Appalachia,3,Global_G01,Global_G01_S01,TGP-Z4 Sta-219,GLOBAL,Autumn,,Tennessee Gas Pipeline Zone 4-200 leg FDt Com,ICE Tennessee zone 4 station 219 Pool FDt Com,,,TGP-Z4 Sta-219,63,-0.7533428571428571,0.2513639680303506,0.10843696729067218,-0.675,0.28169399999999956,-1.185,-0.27,2026-09-03,-1.0856,,No forward mark,,,False,,OwnHistoryOnly,,0.0,No forward mark,2026-07-03,2026-09-03,False
TGP-Z4 Sta-313,Global_G01,1,regular,Global_G01_S01,1,regular,Northeast,Northeast - Appalachia,3,Global_G01,Global_G01_S01,TGP-Z4 Sta-313,GLOBAL,Autumn,,Tennessee Zone 4-313 Pool FDt Com,,"Tennessee, zone 4-313 Pool",,TGP-Z4 Sta-313,63,-0.8056952380952379,0.23277255923282106,0.09024768175052031,-0.77,0.23721599999999954,-1.23,-0.3650000000000002,2026-09-03,-1.0937999999999999,,No forward mark,,,False,,OwnHistoryOnly,,0.0,No forward mark,2026-07-03,2026-09-03,False
TETCO-M3,Global_G01,1,regular,Global_G01_S02,2,supergroup,Northeast,Northeast - Demand,3,Global_G01,Global_G01_S02,TETCO-M3,GLOBAL,Autumn,TETCO-M3,TX Eastern M-3 FDt Com,,"Texas Eastern, M-3",,TETCO-M3,63,-0.7735285714285716,0.2420645704502852,0.10769216058568472,-0.77,0.2520419999999999,-1.2049999999999998,-0.19499999999999984,2026-09-03,-0.9972999999999999,,No forward mark,,,False,,OwnHistoryOnly,,0.0,No forward mark,2026-07-03,2026-09-03,False
TGP-Mahwah,Global_G01,1,regular,Global_G01_S02,2,supergroup,Northeast,Northeast - Demand,3,Global_G01,Global_G01_S02,TGP-Mahwah,GLOBAL,Autumn,,,,,TETCO-M3,TGP-Mahwah,63,-0.8408666666666665,0.2537302097796766,0.11487946691911158,-0.8174999999999999,0.25560024000000015,-1.2592999999999999,-0.24429999999999996,2026-09-03,-1.0346,,No forward mark,,,False,,OwnHistoryOnly,,0.0,No forward mark,2026-07-03,2026-09-03,False
Transco-Z6 (non-NY north),Global_G01,1,regular,Global_G01_S02,2,supergroup,Northeast,Northeast - Demand,3,Global_G01,Global_G01_S02,Transco-Z6 (non-NY north),GLOBAL,Autumn,TRANSCO-Z6 (NON-NY NORTH),Transco Zone 6 Non-NY North FDt Com,,"Transco, zone 6 non-N.Y. North",,Transco-Z6 (non-NY north),62,-0.8046774193548388,0.2478015979382943,0.11754257454472014,-0.83,0.28910699999999956,-1.28,-0.22999999999999998,2026-09-02,-0.9849999999999999,,No forward mark,,,False,,OwnHistoryOnly,,0.0,No forward mark,2026-07-03,2026-09-03,False
Transco-Z6 (non-NY south),Global_G01,1,regular,Global_G01_S02,2,supergroup,Northeast,Northeast - Demand,3,Global_G01,Global_G01_S02,Transco-Z6 (non-NY south),GLOBAL,Autumn,TRANSCO-Z6 (NON-NY NORTH),Transco Zn6 non-N.Y. FDt Com,ICE Transco zone 6 non-NY South FDt Com,,Transco-Z6 (non-NY north),Transco-Z6 (non-NY south),62,-0.8044354838709677,0.24776890481992217,0.11740779430657244,-0.8275,0.28540049999999967,-1.28,-0.22999999999999998,2026-09-02,-0.9849999999999999,,No forward mark,,,False,,OwnHistoryOnly,,0.0,No forward mark,2026-07-03,2026-09-03,False
Transco-Z6 Sta-210,Global_G01,1,regular,Global_G01_S02,2,supergroup,Northeast,Northeast - Demand,3,Global_G01,Global_G01_S02,Transco-Z6 Sta-210,GLOBAL,Autumn,,,ICE Transco zone 6 station 210 Pool FDt Com,,Transco-Z6 (non-NY north),Transco-Z6 Sta-210,63,-0.8062952380952381,0.24952378025439256,0.11834273371420327,-0.8392,0.28792091999999986,-1.2819,-0.2153999999999998,2026-09-03,-0.9986999999999999,,No forward mark,,,False,,OwnHistoryOnly,,0.0,No forward mark,2026-07-03,2026-09-03,False
Millennium East Pool,Global_G01,1,regular,Global_G01_S03,3,supergroup,Northeast,Northeast - Appalachia,3,Global_G01,Global_G01_S03,Millennium East Pool,GLOBAL,Autumn,MILLENNIUM EAST POOL,Millennium East receipts FDt Com,,"Millennium, East receipts",,Millennium East Pool,63,-0.8742190476190476,0.23383052234411889,0.10734980042356071,-0.8899999999999999,0.214977,-1.325,-0.3700000000000001,2026-09-03,-1.0908,,No forward mark,,,False,,OwnHistoryOnly,,0.0,No forward mark,2026-07-03,2026-09-03,False
TGP-Z4 300L,Global_G01,1,regular,Global_G01_S03,3,supergroup,Northeast,Northeast - Appalachia,3,Global_G01,Global_G01_S03,TGP-Z4 300L,GLOBAL,Autumn,,Tennessee zone 4-300 leg FDt Com,,"Tennessee, zone 4-300 leg",,,62,-0.9372580645161289,0.255861895092112,0.10741224655681728,-0.9175000000000001,0.25574849999999966,-1.36,-0.3799999999999999,2026-09-02,-1.1849999999999998,,No forward mark,,,False,,OwnHistoryOnly,,0.0,No forward mark,2026-07-03,2026-09-03,False
TGP-Z4 Marcellus,Global_G01,1,regular,Global_G01_S03,3,supergroup,Northeast,Northeast - Appalachia,3,Global_G01,Global_G01_S03,TGP-Z4 Marcellus,GLOBAL,Autumn,,Tennessee zone 4-300 leg FDt Com,,"Tennessee, zone 4-300 leg",,TGP-Z4 Marcellus,63,-0.9431873015873015,0.2581167099689243,0.10762129167594549,-0.925,0.2594549999999997,-1.36,-0.3799999999999999,2026-09-03,-1.3108,,No forward mark,,,False,,OwnHistoryOnly,,0.0,No forward mark,2026-07-03,2026-09-03,False
Transco-165,Global_G01,1,regular,Global_G01_S04,4,regular,Northeast,Northeast - Demand,3,Global_G01,Global_G01_S04,Transco-165,GLOBAL,Autumn,,Transco Station 165 FDt Com,,"Transco, station 165",,Transco-165,63,-0.7839476190476191,0.2526313748662668,0.11370393179786249,-0.7949999999999999,0.2520419999999999,-1.295,-0.2250000000000001,2026-09-03,-0.9586999999999999,,No forward mark,,,False,,OwnHistoryOnly,,0.0,No forward mark,2026-07-03,2026-09-03,False
Transco-Z5 North,Global_G01,1,regular,Global_G01_S04,4,regular,Northeast,Northeast - Demand,3,Global_G01,Global_G01_S04,Transco-Z5 North,GLOBAL,Autumn,,Transco Zone 5 North FDt Com,,,,Transco-Z5 North,63,-0.7081079365079366,0.24991453719969522,0.12215851727221892,-0.6950000000000001,0.2446289999999997,-1.2049999999999998,-0.0950000000000002,2026-09-03,-0.9458,,No forward mark,,,False,,OwnHistoryOnly,,0.0,No forward mark,2026-07-03,2026-09-03,False
Transco-Z6 (NY),Global_G01,1,regular,Global_G01_S04,4,regular,Northeast,Northeast - Demand,3,Global_G01,Global_G01_S04,Transco-Z6 (NY),GLOBAL,Autumn,TRANSCO-Z6 (NY),Transco Zn6 NY FDt Com,,"Transco, zone 6 N.Y.",,Transco-Z6 (NY),63,-0.7231269841269842,0.26110629970183336,0.13647647658876436,-0.7349999999999999,0.2668679999999999,-1.185,-0.03500000000000014,2026-09-03,-0.9169999999999998,,No forward mark,,,False,,OwnHistoryOnly,,0.0,No forward mark,2026-07-03,2026-09-03,False
Eastern Gas-South,Global_G01,1,regular,Global_G01_S05,5,supergroup,Northeast,Northeast - Appalachia,3,Global_G01,Global_G01_S05,Eastern Gas-South,GLOBAL,Autumn,Eastern Gas-South,Eastern Gas South FDt Com,,"Eastern Gas, Appalachia",,Eastern Gas-South,63,-0.8882079365079363,0.22242255216184675,0.09504720223706536,-0.8799999999999999,0.2520419999999999,-1.3,-0.3799999999999999,2026-09-03,-1.1120999999999999,-1.2799999999999998,In-family,,,False,,Parent,0.9753044372761036,1.688788709349792,history=Lower than own-history expected value; peers=Higher than peer-implied value; parent peers=19; peer model trusted; history/peer direction disagree; pattern=mild stronger than history; historical check type=balmo_transition; historical window=September 4-30; actual point=September 3; current month name=September; mark month name=September; mark history mean=-1.03; mark history delta=-0.25; current transition=-0.17; transition mean=-0.14; transition delta=-0.03; transition magnitude delta=+0.03; transition degree=mild; transition degree score=0.78; component current-month sd=0.04; component historical month sd=0.79; transition degree scale source=current-month; actual-to-date z=-0.52; mark z=-0.57; transition z=-0.24; pattern years=26,2026-07-03,2026-09-03,True
TETCO-M2 (receipt),Global_G01,1,regular,Global_G01_S05,5,supergroup,Northeast,Northeast - Appalachia,3,Global_G01,Global_G01_S05,TETCO-M2 (receipt),GLOBAL,Autumn,TETCO-M2 (RECEIPT),Texas Eastern zone M-2 receipts FDt Com,,"Texas Eastern, M-2 receipts",,TETCO-M2 (receipt),63,-0.8696253968253969,0.2344725762685636,0.1040079301780684,-0.845,0.2446289999999997,-1.29,-0.31000000000000005,2026-09-03,-1.0963999999999998,-1.2919999999999998,In-family,,,False,,Parent,0.9760525402162592,1.9096043081449643,history=Lower than own-history expected value; peers=Lower than peer-implied value; parent peers=19; peer model trusted; history/peer direction agree; pattern=in-line transition; historical check type=balmo_transition; historical window=September 4-30; actual point=September 3; current month name=September; mark month name=September; mark history mean=-1.12; mark history delta=-0.17; current transition=-0.20; transition mean=-0.18; transition delta=-0.02; transition magnitude delta=+0.02; component current-month sd=0.03; component historical month sd=0.60; transition degree scale source=current-month; actual-to-date z=-0.40; mark z=-0.47; transition z=-0.12; pattern years=13,2026-07-03,2026-09-03,True
REX-Z3 (receipt) ,Global_G01,1,regular,Global_G01_S06,6,regular,Northeast,Northeast - Appalachia,3,Global_G01,Global_G01_S06,REX-Z3 (receipt) ,GLOBAL,Autumn,,,ICE REX zone 3 receipts FDt Com,,TETCO-M2 (receipt),REX-Z3 (receipt) ,63,-0.8746904761904762,0.6353752045468845,0.31671361898246314,-0.7539000000000002,0.3273580800000008,-3.13,-0.2833999999999999,2026-09-03,-0.9954999999999998,,No forward mark,,,False,,OwnHistoryOnly,,0.0,No forward mark,2026-07-03,2026-09-03,False
Rover (receipt),Global_G01,1,regular,Global_G01_S06,6,regular,Northeast,Northeast - Appalachia,3,Global_G01,Global_G01_S06,Rover (receipt),GLOBAL,Autumn,,,ICE Rover receipts FDt Com,,TETCO-M2 (receipt),Rover (receipt),63,-0.8138015873015871,0.2509531896281388,0.10350650192766106,-0.7472999999999996,0.2557484999999998,-1.2596,-0.30909999999999993,2026-09-03,-1.1096,,No forward mark,,,False,,OwnHistoryOnly,,0.0,No forward mark,2026-07-03,2026-09-03,False
Lebanon,Global_G02,2,regular,Global_G02_S01,1,regular,Northeast,Northeast - Appalachia,3,Global_G02,Global_G02_S01,Lebanon,GLOBAL,Autumn,,Lebanon Hub-Ohio FDt Com,,Lebanon Hub,,Lebanon,63,-0.32637301587301576,0.12155998679312569,0.06398267722745757,-0.29499999999999993,0.1186080000000001,-0.6399999999999997,-0.15500000000000025,2026-09-03,-0.21150000000000002,,No forward mark,,,False,,OwnHistoryOnly,,0.0,No forward mark,2026-07-03,2026-09-03,False
REX E-ANR,Global_G02,2,regular,Global_G02_S01,1,regular,Midwest,Midwest - Chicago,3,Global_G02,Global_G02_S01,REX E-ANR,GLOBAL,Autumn,,,ICE REX (East) delivered into ANR FDt Com,,REX-Z3 Del Pool,REX E-ANR,62,-0.32556774193548393,0.12489538281008059,0.06511883827557628,-0.30479999999999974,0.10348548000000012,-0.645,-0.15169999999999995,2026-09-03,-0.2357999999999998,,No forward mark,,,False,,OwnHistoryOnly,,0.0,No forward mark,2026-07-03,2026-09-03,False
REX E-MidW,Global_G02,2,regular,Global_G02_S01,1,regular,Midwest,Midwest - Chicago,3,Global_G02,Global_G02_S01,REX E-MidW,GLOBAL,Autumn,,,ICE REX (East) delivered into Midwestern Gas FDt Com,,REX-Z3 Del Pool,REX E-MidW,63,-0.2970619047619047,0.12072775081011076,0.06395542151609122,-0.27239999999999975,0.11238108000000013,-0.5886,-0.12170000000000014,2026-09-03,-0.21389999999999976,,No forward mark,,,False,,OwnHistoryOnly,,0.0,No forward mark,2026-07-03,2026-09-03,False
Trunkline-Z1A,Global_G02,2,regular,Global_G02_S01,1,regular,South Central,SouthCentral - Perryville,3,Global_G02,Global_G02_S01,Trunkline-Z1A,GLOBAL,Autumn,TRUNKLINE-Z1A,Trunkline Zn 1A FDt Com,,"Trunkline, zone 1A",,Trunkline-Z1A,63,-0.3199047619047619,0.11121509445674643,0.05991836505321595,-0.31499999999999995,0.09636899999999991,-0.6099999999999999,-0.16000000000000014,2026-09-03,-0.22399999999999975,,No forward mark,,,False,,OwnHistoryOnly,,0.0,No forward mark,2026-07-03,2026-09-03,False
NBPL-Ventura,Global_G02,2,regular,Global_G02_S02,2,supergroup,Midwest,Midwest - Chicago,3,Global_G02,Global_G02_S02,NBPL-Ventura,GLOBAL,Autumn,,No Border VentTP FDt Com,,"Northern Bdr., Ventura TP",,NBPL-Ventura,63,-0.297631746031746,0.12914715890546644,0.07411902300796479,-0.2799999999999998,0.09636900000000058,-0.6149999999999998,-0.08999999999999986,2026-09-03,-0.17579999999999973,,No forward mark,,,False,,OwnHistoryOnly,,0.0,No forward mark,2026-07-03,2026-09-03,False
NNG-Demarc,Global_G02,2,regular,Global_G02_S02,2,supergroup,Midwest,Midwest - Chicago,3,Global_G02,Global_G02_S02,NNG-Demarc,GLOBAL,Autumn,NNG-DEMARC,Northern Demarc FDt Com,,"Northern, demarc",,NNG-Demarc,63,-0.3029206349206349,0.13313760787939835,0.0732503314146308,-0.3049999999999997,0.10378200000000042,-0.645,-0.09499999999999975,2026-09-03,-0.22399999999999975,,No forward mark,,,False,,OwnHistoryOnly,,0.0,No forward mark,2026-07-03,2026-09-03,False
NNG-Ventura,Global_G02,2,regular,Global_G02_S02,2,supergroup,Midwest,Midwest - Chicago,3,Global_G02,Global_G02_S02,NNG-Ventura,GLOBAL,Autumn,NNG-VENTURA,Nrthrn Ventura FDt Com,,"Northern, Ventura",,NNG-Ventura,63,-0.2969142857142857,0.12246036206257799,0.07039129502753232,-0.29499999999999993,0.10378200000000042,-0.585,-0.10000000000000009,2026-09-03,-0.22560000000000002,-0.2636999999999996,Outlier,Outlier,O,True,NNG-Ventura [Outlier],Parent,0.9247182992933156,6.539714187962552,history=Higher than own-history expected value; peers=very far above peer-implied value; parent peers=12; peer model trusted; peer score v2=6.53 (high); history/peer direction agree; pattern=mild weaker than history; historical check type=balmo_transition; historical window=September 4-30; actual point=September 3; current month name=September; mark month name=September; mark history mean=-0.36; mark history delta=+0.10; current transition=-0.04; transition mean=-0.07; transition delta=+0.03; transition magnitude delta=-0.03; transition degree=mild; transition degree score=0.66; component current-month sd=0.05; component historical month sd=0.50; transition degree scale source=current-month; actual-to-date z=0.28; mark z=0.39; transition z=0.46; pattern years=26,2026-07-03,2026-09-03,True
Rover-ANR,Global_G02,2,regular,Global_G02_S03,3,supergroup,Northeast,Northeast - Appalachia,3,Global_G02,Global_G02_S03,Rover-ANR,GLOBAL,Autumn,,Rover delivered FDt Com,ICE Rover delivered into ANR FDt Com,"Rover, delivered",REX-Z3 Del Pool,Rover-ANR,63,-0.3358126984126985,0.11973046543081067,0.0660156781532287,-0.31000000000000005,0.10378199999999976,-0.645,-0.16000000000000014,2026-09-03,-0.24619999999999997,,No forward mark,,,False,,OwnHistoryOnly,,0.0,No forward mark,2026-07-03,2026-09-03,False
Rover-PEPL,Global_G02,2,regular,Global_G02_S03,3,supergroup,Northeast,Northeast - Appalachia,3,Global_G02,Global_G02_S03,Rover-PEPL,GLOBAL,Autumn,,Rover delivered FDt Com,ICE Rover delivered into Panhandle FDt Com,"Rover, delivered",REX-Z3 Del Pool,Rover-PEPL,62,-0.33725806451612916,0.12015248992649613,0.06621365896761625,-0.3125,0.1074885,-0.645,-0.16000000000000014,2026-09-02,-0.3049999999999997,,No forward mark,,,False,,OwnHistoryOnly,,0.0,No forward mark,2026-07-03,2026-09-03,False
APC-ACE,Global_G02,2,regular,Global_G02_S04,4,supergroup,Midwest,Midwest - Chicago,3,Global_G02,Global_G02_S04,APC-ACE,GLOBAL,Autumn,Chicago,Alliance Interstates FDt Com,ICE Alliance Chicago Exchange Hub FDt Com,,Chicago,APC-ACE,63,-0.2649761904761905,0.12823065246037993,0.06445091526567143,-0.2549999999999999,0.08154299999999957,-0.605,-0.05500000000000016,2026-09-03,-0.17349999999999977,,No forward mark,,,False,,OwnHistoryOnly,,0.0,No forward mark,2026-07-03,2026-09-03,False
Consumers,Global_G02,2,regular,Global_G02_S04,4,supergroup,Midwest,Midwest - Demand,3,Global_G02,Global_G02_S04,Consumers,GLOBAL,Autumn,,Cons Energy CG FDt Com,,Consumers city-gate,,Consumers,63,-0.2546222222222222,0.12021737360948584,0.06704082286335439,-0.25,0.09636899999999991,-0.5549999999999997,-0.06000000000000005,2026-09-03,-0.18120000000000003,,No forward mark,,,False,,OwnHistoryOnly,,0.0,No forward mark,2026-07-03,2026-09-03,False
Michcon,Global_G02,2,regular,Global_G02_S05,5,regular,Midwest,Midwest - Demand,3,Global_G02,Global_G02_S05,Michcon,GLOBAL,Autumn,MICHCON,Mich Con CG FDt Com,,Mich Con city-gate,,Michcon,63,-0.35223492063492057,0.18351830194282384,0.07608155995511394,-0.27500000000000036,0.14826000000000078,-0.8249999999999997,-0.11500000000000021,2026-09-03,-0.5758000000000001,-0.5154999999999998,In-family,,,False,,Parent,0.6174967783696578,1.6221502765411997,history=Lower than own-history expected value; peers=very far below peer-implied value; parent peers=12; peer model untrusted; pattern=opposite transition; historical check type=balmo_transition; historical window=September 4-30; actual point=September 3; current month name=September; mark month name=September; mark history mean=-0.27; mark history delta=-0.25; current transition=+0.06; transition mean=-0.06; transition delta=+0.12; transition magnitude delta=-0.00; component current-month sd=0.05; component historical month sd=0.35; transition degree scale source=current-month; actual-to-date z=-1.63; mark z=-0.96; transition z=2.09; pattern years=26,2026-07-03,2026-09-03,True
Union-Dawn,Global_G02,2,regular,Global_G02_S05,5,regular,Northeast,Northeast - Appalachia,3,Global_G02,Global_G02_S05,Union-Dawn,GLOBAL,Autumn,,Dawn Ontario FDt Com,,"Dawn, Ontario",,Union-Dawn,62,-0.24403225806451606,0.11903587663374889,0.0619253913864148,-0.25,0.0704234999999998,-0.5349999999999997,-0.06000000000000005,2026-09-02,-0.19999999999999973,,No forward mark,,,False,,OwnHistoryOnly,,0.0,No forward mark,2026-07-03,2026-09-03,False
Carthage,Global_G03,3,regular,Global_G03_S01,1,regular,South Central,SouthCentral - Perryville,3,Global_G03,Global_G03_S01,Carthage,GLOBAL,Autumn,HSC-HPL POOL,Carthage Hub FDt Com,ICE Carthage Hub Tailgate FDt Com,,,Carthage,63,-0.3424730158730158,0.12698579702946863,0.07016780528843153,-0.33999999999999986,0.05930400000000005,-0.6799999999999997,-0.13500000000000023,2026-09-03,-0.20579999999999998,,No forward mark,,,False,,OwnHistoryOnly,,0.0,No forward mark,2026-07-03,2026-09-03,False
NGPL-AM Pool,Global_G03,3,regular,Global_G03_S01,1,regular,South Central,SouthCentral - Midcon,3,Global_G03,Global_G03_S01,NGPL-AM Pool,GLOBAL,Autumn,NGPL-MIDCONT POOL,NGPL Amarillo Rcpt FDt Com,ICE NGPL Amarillo Pooling PIN FDt Com,,,NGPL-AM Pool,63,-0.34483968253968245,0.14028809015239768,0.07559192576685855,-0.31499999999999995,0.11119500000000025,-0.7249999999999996,-0.13500000000000023,2026-09-03,-0.30489999999999995,,No forward mark,,,False,,OwnHistoryOnly,,0.0,No forward mark,2026-07-03,2026-09-03,False
NGPL-MidAm,Global_G03,3,regular,Global_G03_S01,1,regular,Midwest,Midwest - Chicago,3,Global_G03,Global_G03_S01,NGPL-MidAm,GLOBAL,Autumn,,,ICE NGPL Mid-American Citygate FDt Com,,Chicago,NGPL-MidAm,44,-0.27871136363636356,0.13585984778424312,0.06951519436829627,-0.23999999999999977,0.08154300000000023,-0.5899999999999999,-0.10000000000000009,2026-09-02,-0.20009999999999994,,No forward mark,,,False,,OwnHistoryOnly,,0.0,No forward mark,2026-07-03,2026-09-03,False
PGLC,Global_G03,3,regular,Global_G03_S01,1,regular,Midwest,Midwest - Demand,3,Global_G03,Global_G03_S01,PGLC,GLOBAL,Autumn,,Chicago Peoples FDt Com,,Chicago-Peoples,Chicago,PGLC,62,-0.2725290322580645,0.1291938236191777,0.06893928840899646,-0.25250000000000017,0.0926625,-0.605,-0.05500000000000016,2026-09-02,-0.20499999999999963,,No forward mark,,,False,,OwnHistoryOnly,,0.0,No forward mark,2026-07-03,2026-09-03,False
Bennington,Global_G03,3,regular,Global_G03_S02,2,supergroup,South Central,SouthCentral - TexCoast,3,Global_G03,Global_G03_S02,Bennington,GLOBAL,Autumn,,,ICE Bennington Oklahoma (buyers' choice) FDt Com,,NGPL-TXOK East,Bennington,63,-0.2838714285714285,0.11343447224317454,0.06076798741568741,-0.2601,0.05663532000000034,-0.5803999999999996,-0.121,2026-09-03,-0.17169999999999996,,No forward mark,,,False,,OwnHistoryOnly,,0.0,No forward mark,2026-07-03,2026-09-03,False
MEP-Lamar,Global_G03,3,regular,Global_G03_S02,2,supergroup,South Central,SouthCentral - TexCoast,3,Global_G03,Global_G03_S02,MEP-Lamar,GLOBAL,Autumn,,,ICE MEP-Lamar FDt Com,,NGPL-TXOK East,MEP-Lamar,63,-0.2825746031746031,0.11709446967499791,0.061632888526951,-0.26180000000000003,0.05796966000000053,-0.5873999999999997,-0.11319999999999997,2026-09-03,-0.1842999999999999,,No forward mark,,,False,,OwnHistoryOnly,,0.0,No forward mark,2026-07-03,2026-09-03,False
NGPL-TXOK East,Global_G03,3,regular,Global_G03_S02,2,supergroup,South Central,SouthCentral - TexCoast,3,Global_G03,Global_G03_S02,NGPL-TXOK East,GLOBAL,Autumn,NGPL-TXOK EAST,NGPL Texok Zn FDt Com,ICE NGPL TXOK East Pool FDt Com,"NGPL, Texok zone",,NGPL-TXOK East,63,-0.335184126984127,0.11741945929616165,0.060473421269707034,-0.3099999999999996,0.05930400000000071,-0.645,-0.15500000000000025,2026-09-03,-0.2315999999999998,,No forward mark,,,False,,OwnHistoryOnly,,0.0,No forward mark,2026-07-03,2026-09-03,False
Chicago,Global_G03,3,regular,Global_G03_S03,3,supergroup,Midwest,Midwest - Chicago,3,Global_G03,Global_G03_S03,Chicago,GLOBAL,Autumn,Chicago,Chicago CG FDt Com,,Chicago city-gates,,,62,-0.26862903225806456,0.1288447068667266,0.0655942778725209,-0.24499999999999966,0.08154300000000056,-0.5949999999999998,-0.050000000000000266,2026-09-02,-0.20499999999999963,-0.22399999999999975,In-family,,,False,,OwnHistoryOnly,,0.2575328354365153,history=Higher than own-history expected value; pattern=slight weaker than history; historical check type=balmo_transition; historical window=September 4-30; actual point=September 3; current month name=September; mark month name=September; mark history mean=-0.28; mark history delta=+0.06; current transition=-0.02; transition mean=-0.07; transition delta=+0.05; transition magnitude delta=-0.05; transition degree=slight; transition degree score=0.15; component current-month sd=0.06; component historical month sd=0.37; transition degree scale source=historical same-month; actual-to-date z=0.03; mark z=0.25; transition z=0.62; pattern years=26,2026-07-03,2026-09-03,True
NGPL-Nicor,Global_G03,3,regular,Global_G03_S03,3,supergroup,Midwest,Midwest - Chicago,3,Global_G03,Global_G03_S03,NGPL-Nicor,GLOBAL,Autumn,Chicago,Chicago Nicor FDt Com,,Chicago-Nicor,Chicago,NGPL-Nicor,63,-0.26591587301587305,0.1273988810989874,0.06518065585691506,-0.24499999999999966,0.08154299999999957,-0.585,-0.05500000000000016,2026-09-03,-0.16769999999999996,,No forward mark,,,False,,OwnHistoryOnly,,0.0,No forward mark,2026-07-03,2026-09-03,False
NGPL-Nipsco,Global_G03,3,regular,Global_G03_S03,3,supergroup,Midwest,Midwest - Chicago,3,Global_G03,Global_G03_S03,NGPL-Nipsco,GLOBAL,Autumn,Chicago,Chicago NIPSCO FDt Com,,Chicago-NIPSCO,Chicago,NGPL-Nipsco,63,-0.26671269841269846,0.12849247560757168,0.06673423578498854,-0.24499999999999966,0.08895600000000073,-0.5949999999999998,-0.050000000000000266,2026-09-03,-0.16290000000000004,,No forward mark,,,False,,OwnHistoryOnly,,0.0,No forward mark,2026-07-03,2026-09-03,False
REX E-NGPL,Global_G03,3,regular,Global_G03_S04,4,supergroup,Midwest,Midwest - Chicago,3,Global_G03,Global_G03_S04,REX E-NGPL,GLOBAL,Autumn,,,ICE REX (East) delivered into NGPL FDt Com,,REX-Z3 Del Pool,REX E-NGPL,63,-0.3160984126984127,0.1294415392917359,0.06585015126785167,-0.28610000000000024,0.11267760000000075,-0.6506999999999996,-0.12780000000000014,2026-09-03,-0.23349999999999982,,No forward mark,,,False,,OwnHistoryOnly,,0.0,No forward mark,2026-07-03,2026-09-03,False
