Parent_Group_Label,Parent_Group_Number,Parent_Group_Type,Subgroup_Label,Subgroup_Number,Subgroup_Type,Component,REGION,PriceRegionLabel,Group_Outlier_Flag,Hist_Count,Hist_Mean,Hist_SD,Hist_Daily_Change_SD,Hist_Median,Hist_Robust_SD,Hist_Min,Hist_Max,History_Last_Date,History_Last_Basis
Global_G09,9,regular,Global_G09_S01,1,regular,Katy-Enstor Pool,South Central,SouthCentral - TexCoast,No forward mark,57,-0.3954315789473684,0.122305040425707,0.06971368747082042,-0.3881000000000001,0.12883793999999996,-0.6868999999999996,-0.20500000000000007,2026-09-04,-0.2827000000000002
Global_G09,9,regular,Global_G09_S01,1,regular,Katy-Lonestar Inter,South Central,SouthCentral - TexCoast,No forward mark,60,-0.4039316666666667,0.12355410602573755,0.07126220846527107,-0.39280000000000026,0.1361026799999998,-0.6938,-0.2250000000000001,2026-09-04,-0.2791999999999999
Global_G09,9,regular,Global_G09_S01,1,regular,Katy-Oasis,South Central,SouthCentral - TexCoast,No forward mark,63,-0.3914095238095238,0.11656959808696547,0.0717031760070474,-0.38680000000000003,0.11816321999999982,-0.6647999999999996,-0.19810000000000016,2026-09-04,-0.2715000000000001
Global_G09,9,regular,Global_G09_S02,2,small_outlier,HSC-HPL Pool,South Central,SouthCentral - TexCoast,No forward mark,63,-0.4225063492063492,0.10085854494325026,0.05684214880716015,-0.4249999999999998,0.08154299999999957,-0.6699999999999999,-0.14000000000000012,2026-09-04,-0.30290000000000017
Global_G10,10,regular,Global_G10_S01,1,supergroup,EP-SJ Blanco Pool,South Central,Mountain - WesTex,No forward mark,63,-0.5856952380952378,0.5068303780099735,0.15584151127571932,-0.41500000000000004,0.17791200000000015,-2.405,-0.1200000000000001,2026-09-04,-0.7587999999999999
Global_G10,10,regular,Global_G10_S01,1,supergroup,EP-SJ Bondad Stn,South Central,Mountain - WesTex,No forward mark,63,-0.5894999999999999,0.5096749675829148,0.1619080253905917,-0.4049999999999998,0.185325,-2.42,-0.11000000000000032,2026-09-04,-0.7335000000000003
Global_G10,10,regular,Global_G10_S01,1,supergroup,TW-Blanco,South Central,Mountain - WesTex,No forward mark,63,-0.5481968253968253,0.5050689208696859,0.16542877605518913,-0.38500000000000023,0.19273799999999983,-2.375,-0.03000000000000025,2026-09-04,-0.6564000000000001
Global_G10,10,regular,Global_G10_S02,2,regular,PG&E-Topock,Rockies,West - California,No forward mark,63,-0.27857460317460325,0.6685076345181962,0.21025882906148735,-0.13929999999999998,0.39867113999999987,-2.3160999999999996,0.7645,2026-09-04,-0.45230000000000015
Global_G10,10,regular,Global_G10_S02,2,regular,Socal-Needles,West,West - California,No forward mark,63,-0.051809523809523805,0.7330113781879484,0.24319521777841532,0.15790000000000015,0.40549109999999977,-2.3108999999999997,1.141,2026-09-04,-0.4287000000000001
Global_G11,11,regular,Global_G11_S01,1,supergroup,Sonat-Z0 South,South Central,Southeast,No forward mark,63,1.060914285714286,0.807514197389851,0.6008991709811893,0.7599999999999998,0.214977,0.48,4.5876,2026-09-04,4.5876
Global_G11,11,regular,Global_G11_S01,1,supergroup,Transco-65,South Central,Southeast,No forward mark,63,0.9730365079365079,0.7166415265086451,0.5791803005016306,0.7749999999999999,0.18532499999999932,0.46499999999999986,4.561299999999999,2026-09-04,4.561299999999999
Global_G11,11,regular,Global_G11_S01,1,supergroup,Transco-85,Southeast,Southeast,Strong outlier,63,1.148679365079365,0.8472942928881798,0.6419230677565909,0.8199999999999998,0.2372160000000002,0.5,4.6668,2026-09-04,4.6668
Global_G11,11,regular,Global_G11_S02,2,regular,FGT-Z3,Southeast,Southeast,Strong outlier,63,1.201573015873016,0.8422917175693462,0.6455152250055053,0.8850000000000002,0.21497699999999936,0.5099999999999998,4.6791,2026-09-04,4.6791
Global_G11,11,regular,Global_G11_S02,2,regular,TGP-500L,Southeast,Southeast,No forward mark,63,1.017103174603175,0.7446614036720258,0.5110755167598094,0.7450000000000001,0.2520419999999999,0.40000000000000036,4.5975,2026-09-04,4.5975
Global_G12,12,regular,Global_G12_S01,1,regular,ANR-SE-T,South Central,SouthCentral - Henry,No forward mark,63,-0.25078888888888895,0.10504767598281586,0.06261505008877902,-0.23499999999999988,0.08154299999999957,-0.5300000000000002,-0.11000000000000032,2026-09-04,-0.14970000000000017
Global_G12,12,regular,Global_G12_S01,1,regular,Pine Prairie,South Central,SouthCentral - Henry,No forward mark,63,-0.22569047619047616,0.0955676769393084,0.057780143785426986,-0.21499999999999986,0.08154300000000023,-0.49499999999999966,-0.0950000000000002,2026-09-04,-0.1535000000000002
Global_G12,12,regular,Global_G12_S01,1,regular,TETCO-WLA,South Central,SouthCentral - Henry,In-family,63,-0.2624682539682539,0.08837342292318583,0.05061649351400284,-0.2599999999999998,0.08895600000000008,-0.5,-0.16500000000000004,2026-09-04,-0.18049999999999988
Global_G12,12,regular,Global_G12_S01,1,regular,Transco-45,South Central,SouthCentral - Henry,No forward mark,63,-0.260315873015873,0.10773022789379083,0.07301651220783797,-0.23499999999999988,0.06671699999999989,-0.5799999999999996,-0.1299999999999999,2026-09-04,-0.17989999999999995
