Component,Parent_Group_Label,Subgroup_Label,Final Mark,Own_History_Expected_Value,Own_History_Delta,Own_History_Direction,Hist_Median,Hist_Effective_Scale,Hist_Robust_SD,Forward_Robust_Z,Forward_Abs_Z,Own_History_Range_Watch_Low,Own_History_Range_Watch_High,Own_History_Range_Outlier_Low,Own_History_Range_Outlier_High,Own_History_Range_Strong_Low,Own_History_Range_Strong_High,Chosen_Group_Level,Chosen_Group_Selected_Peer_Count,Chosen_Group_Reliability,Chosen_Group_Peer_Trusted,Chosen_Group_Direction_Agree,Chosen_Group_Peer_Implied_Final_Mark,Chosen_Group_Peer_Residual,Chosen_Group_Peer_Residual_Z,Chosen_Group_Peer_Signal,Chosen_Group_Peer_Score_v2,Chosen_Group_Peer_Direction,Chosen_Group_Mean_Pair_Scale,Chosen_Group_Peer_Range_Watch_Low,Chosen_Group_Peer_Range_Watch_High,Chosen_Group_Peer_Range_Outlier_Low,Chosen_Group_Peer_Range_Outlier_High,Chosen_Group_Peer_Range_Strong_Low,Chosen_Group_Peer_Range_Strong_High,Overall_Combined_Score,Group_Outlier_Flag,HistCal_Check_Type,HistCal_Window_Label,HistCal_Actual_Label,HistCal_CurrentMTD_Z,HistCal_Mark_Mean,HistCal_Mark_Delta,HistCal_Mark_Z,HistCal_Transition,HistCal_Transition_Mean,HistCal_Transition_Delta,HistCal_Transition_Magnitude_Delta,HistCal_Transition_Degree,HistCal_Transition_Degree_Score,HistCal_Component_CurrentMonth_SD,HistCal_Component_HistoricalMonth_SD,HistCal_Transition_Degree_Scale_Source,HistCal_Transition_Z,HistCal_Sample_Years,HistCal_Pattern,Rule_Hits,Outlier_Reasons
Socal-Needles,Global_G11,Global_G11_S01,,-0.043749999999999956,,,-0.043749999999999956,0.6438931799999998,0.6438931799999998,,,-1.3315363599999996,1.2440363599999997,-1.9754295399999995,1.8879295399999996,-2.6193227199999995,2.531822719999999,OwnHistoryOnly,0,,False,False,,,,,0.0,,,,,,,,,0.0,No forward mark,balmo_transition,August 22-31,August 21,,,,,,,,,,,,,,,11,,No forward mark available.,No forward mark
EP-S.Mainline,Global_G11,Global_G11_S02,,-0.004999999999999893,,,-0.004999999999999893,0.6671700000000003,0.6671700000000003,,,-1.3393400000000004,1.3293400000000006,-2.0065100000000005,1.9965100000000007,-2.673680000000001,2.663680000000001,OwnHistoryOnly,0,,False,False,,,,,0.0,,,,,,,,,0.0,No forward mark,balmo_transition,August 22-31,August 21,,,,,,,,,,,,,,,18,,No forward mark available.,No forward mark
Socal-Ehrenberg,Global_G11,Global_G11_S02,,0.01100000000000012,,,0.01100000000000012,0.6653908799999998,0.6653908799999998,,,-1.3197817599999995,1.3417817599999997,-1.9851726399999992,2.0071726399999994,-2.650563519999999,2.6725635199999993,OwnHistoryOnly,0,,False,False,,,,,0.0,,,,,,,,,0.0,No forward mark,balmo_transition,August 22-31,August 21,,,,,,,,,,,,,,,12,,No forward mark available.,No forward mark
Sonat-Z0 South,Global_G12,Global_G12_S02,,0.7599999999999998,,,0.7599999999999998,0.214977,0.214977,,,0.3300459999999998,1.1899539999999997,0.11506899999999975,1.404931,-0.09990800000000022,1.6199079999999997,OwnHistoryOnly,0,,False,False,,,,,0.0,,,,,,,,,0.0,No forward mark,balmo_transition,August 22-31,August 21,,,,,,,,,,,,,,,26,,No forward mark available.,No forward mark
Atmos Zone 3,Global_G13,Global_G13_S01,,-0.44699999999999984,,,-0.44699999999999984,0.18621456000000022,0.18621456000000022,,,-0.8194291200000003,-0.0745708799999994,-1.0056436800000004,0.1116436800000008,-1.1918582400000006,0.29785824000000105,OwnHistoryOnly,0,,False,False,,,,,0.0,,,,,,,,,0.0,No forward mark,balmo_transition,August 22-31,August 21,,,,,,,,,,,,,,,12,,No forward mark available.,No forward mark
Nortex-Tolar Hub,Global_G13,Global_G13_S01,,-0.4328000000000003,,,-0.4328000000000003,0.16152927000000047,0.16152927000000047,,,-0.7558585400000013,-0.10974145999999935,-0.9173878100000017,0.0517878100000011,-1.0789170800000023,0.2133170800000016,OwnHistoryOnly,0,,False,False,,,,,0.0,,,,,,,,,0.0,No forward mark,balmo_transition,August 22-31,August 21,,,,,,,,,,,,,,,12,,No forward mark available.,No forward mark
TETCO-ETX,Global_G13,Global_G13_S01,,-0.3700000000000001,,,-0.3700000000000001,0.16308600000000045,0.16308600000000045,,,-0.696172000000001,-0.0438279999999992,-0.8592580000000014,0.11925800000000125,-1.022344000000002,0.2823440000000017,OwnHistoryOnly,0,,False,False,,,,,0.0,,,,,,,,,0.0,No forward mark,balmo_transition,August 22-31,August 21,,,,,,,,,,,,,,,26,,No forward mark available.,No forward mark
Tres Palacios (w/d),Global_G13,Global_G13_S01,,-0.3615999999999997,,,-0.3615999999999997,0.10882284000000052,0.10882284000000052,,,-0.5792456800000008,-0.14395431999999866,-0.6880685200000012,-0.03513147999999816,-0.7968913600000018,0.07369136000000237,OwnHistoryOnly,0,,False,False,,,,,0.0,,,,,,,,,0.0,No forward mark,balmo_transition,August 22-31,August 21,,,,,,,,,,,,,,,12,,No forward mark available.,No forward mark
HSC-HPL Pool,Global_G14,Global_G14_S01,,-0.43999999999999995,,,-0.43999999999999995,0.08895600000000008,0.08895600000000008,,,-0.6179120000000001,-0.26208799999999977,-0.7068680000000002,-0.17313199999999973,-0.7958240000000003,-0.08417599999999964,OwnHistoryOnly,0,,False,False,,,,,0.0,,,,,,,,,0.0,No forward mark,balmo_transition,August 22-31,August 21,,,,,,,,,,,,,,,26,,No forward mark available.,No forward mark
Katy-Enstor Pool,Global_G14,Global_G14_S01,,-0.4003000000000001,,,-0.4003000000000001,0.13803006000000026,0.13803006000000026,,,-0.6763601200000007,-0.12423987999999958,-0.8143901800000009,0.013790180000000651,-0.9524202400000011,0.15182024000000094,OwnHistoryOnly,0,,False,False,,,,,0.0,,,,,,,,,0.0,No forward mark,balmo_transition,August 22-31,August 21,,,,,,,,,,,,,,,12,,No forward mark available.,No forward mark
Katy-Lonestar Inter,Global_G14,Global_G14_S01,,-0.43389999999999995,,,-0.43389999999999995,0.1095641400000001,0.1095641400000001,,,-0.6530282800000001,-0.21477171999999975,-0.7625924200000003,-0.10520757999999963,-0.8721565600000003,0.004356560000000453,OwnHistoryOnly,0,,False,False,,,,,0.0,,,,,,,,,0.0,No forward mark,balmo_transition,August 22-31,August 21,,,,,,,,,,,,,,,12,,No forward mark available.,No forward mark
Katy-Oasis,Global_G14,Global_G14_S01,,-0.4302999999999999,,,-0.4302999999999999,0.11638410000000067,0.11638410000000067,,,-0.6630682000000012,-0.19753179999999856,-0.779452300000002,-0.08114769999999788,-0.8958364000000025,0.03523640000000278,OwnHistoryOnly,0,,False,False,,,,,0.0,,,,,,,,,0.0,No forward mark,balmo_transition,August 22-31,August 21,,,,,,,,,,,,,,,11,,No forward mark available.,No forward mark
AB Pool (inter),Global_G15,Global_G15_S01,,-0.9397999999999997,,,-0.9397999999999997,0.4520447399999999,0.4520447399999999,,,-1.8438894799999996,-0.03571051999999997,-2.2959342199999995,0.41633422,-2.7479789599999993,0.8683789599999998,OwnHistoryOnly,0,,False,False,,,,,0.0,,,,,,,,,0.0,No forward mark,balmo_transition,August 22-31,August 21,,,,,,,,,,,,,,,5,,No forward mark available.,No forward mark
EP-Keystone,Global_G15,Global_G15_S01,,-0.9490999999999998,,,-0.9490999999999998,0.47309765999999986,0.47309765999999986,,,-1.8952953199999996,-0.002904680000000104,-2.3683929799999994,0.47019297999999976,-2.841490639999999,0.9432906399999996,OwnHistoryOnly,0,,False,False,,,,,0.0,,,,,,,,,0.0,No forward mark,balmo_transition,August 22-31,August 21,,,,,,,,,,,,,,,12,,No forward mark available.,No forward mark
TW-WTX,Global_G15,Global_G15_S01,,-1.0299999999999998,,,-1.0299999999999998,0.4818449999999996,0.4818449999999996,,,-1.993689999999999,-0.06631000000000065,-2.4755349999999985,0.4155349999999989,-2.957379999999998,0.8973799999999985,OwnHistoryOnly,0,,False,False,,,,,0.0,,,,,,,,,0.0,No forward mark,balmo_transition,August 22-31,August 21,,,,,,,,,,,,,,,12,,No forward mark available.,No forward mark
EP-Waha Pool,Global_G16,Global_G16_S01,,-0.9549999999999998,,,-0.9549999999999998,0.4855514999999998,0.4855514999999998,,,-1.9261029999999995,0.016102999999999756,-2.411654499999999,0.5016544999999997,-2.897205999999999,0.9872059999999994,OwnHistoryOnly,0,,False,False,,,,,0.0,,,,,,,,,0.0,No forward mark,balmo_transition,August 22-31,August 21,,,,,,,,,,,,,,,12,,No forward mark available.,No forward mark
TW-Panhandle,Global_G16,Global_G16_S01,,-1.03,,,-1.03,0.511497,0.511497,,,-2.052994,-0.007006000000000068,-2.5644910000000003,0.504491,-3.0759879999999997,1.015988,OwnHistoryOnly,0,,False,False,,,,,0.0,,,,,,,,,0.0,No forward mark,balmo_transition,August 22-31,August 21,,,,,,,,,,,,,,,26,,No forward mark available.,No forward mark
GTN-Malin,Global_G17,Global_G17_S01,,-0.30879999999999996,,,-0.30879999999999996,0.4345500599999995,0.4345500599999995,,,-1.177900119999999,0.5603001199999991,-1.6124501799999986,0.9948501799999987,-2.0470002399999983,1.429400239999998,OwnHistoryOnly,0,,False,False,,,,,0.0,,,,,,,,,0.0,No forward mark,balmo_transition,August 22-31,August 21,,,,,,,,,,,,,,,12,,No forward mark available.,No forward mark
Transco Zn3,Global_G18,Global_G18_S01,,0.3400000000000003,,,0.3400000000000003,0.14084699999999897,0.14084699999999897,,,0.058306000000002356,0.6216939999999982,-0.08254099999999664,0.7625409999999972,-0.2233879999999956,0.9033879999999962,OwnHistoryOnly,0,,False,False,,,,,0.0,,,,,,,,,0.0,No forward mark,balmo_transition,August 22-31,August 21,,,,,,,,,,,,,,,26,,No forward mark available.,No forward mark
Transco-65,Global_G18,Global_G18_S01,,0.7749999999999999,,,0.7749999999999999,0.17049899999999965,0.17049899999999965,,,0.4340020000000006,1.1159979999999992,0.26350300000000093,1.286496999999999,0.09300400000000131,1.4569959999999984,OwnHistoryOnly,0,,False,False,,,,,0.0,,,,,,,,,0.0,No forward mark,balmo_transition,August 22-31,August 21,,,,,,,,,,,,,,,12,,No forward mark available.,No forward mark
Transco-165,Global_G19,Global_G19_S01,,-0.645,,,-0.645,0.21127049999999978,0.21127049999999978,,,-1.0675409999999996,-0.22245900000000046,-1.2788114999999993,-0.011188500000000712,-1.4900819999999992,0.2000819999999991,OwnHistoryOnly,0,,False,False,,,,,0.0,,,,,,,,,0.0,No forward mark,balmo_transition,August 22-31,August 21,,,,,,,,,,,,,,,2,,No forward mark available.,No forward mark
Transco-Z5 North,Global_G19,Global_G19_S01,,-0.5674999999999999,,,-0.5674999999999999,0.18903150000000024,0.18903150000000024,,,-0.9455630000000004,-0.1894369999999994,-1.1345945000000006,-0.0004054999999991704,-1.3236260000000009,0.18862600000000107,OwnHistoryOnly,0,,False,False,,,,,0.0,,,,,,,,,0.0,No forward mark,balmo_transition,August 22-31,August 21,,,,,,,,,,,,,,,10,,No forward mark available.,No forward mark
EP-Plains Pool,Global_OUTLIER,Global_OUTLIER_S01,,-0.8797000000000001,,,-0.8797000000000001,0.44781933,0.44781933,,,-1.77533866,0.015938659999999882,-2.2231579900000003,0.46375798999999995,-2.6709773200000004,0.9115773199999999,OwnHistoryOnly,0,,False,False,,,,,0.0,,,,,,,,,0.0,No forward mark,balmo_transition,August 22-31,August 21,,,,,,,,,,,,,,,10,,No forward mark available.,No forward mark
FGT-CG,Global_OUTLIER,Global_OUTLIER_S02,,1.8050000000000002,,,1.8050000000000002,0.3632369999999995,0.3632369999999995,,,1.0785260000000012,2.5314739999999993,0.7152890000000016,2.8947109999999987,0.35205200000000225,3.257947999999998,OwnHistoryOnly,0,,False,False,,,,,0.0,,,,,,,,,0.0,No forward mark,balmo_transition,August 22-31,August 21,,,,,,,,,,,,,,,26,,No forward mark available.,No forward mark
GTN-Kingsgate,Global_OUTLIER,Global_OUTLIER_S03,,-1.5750000000000002,,,-1.5750000000000002,0.27057449999999983,0.27057449999999983,,,-2.116149,-1.0338510000000005,-2.3867234999999996,-0.7632765000000007,-2.6572979999999995,-0.49270200000000086,OwnHistoryOnly,0,,False,False,,,,,0.0,,,,,,,,,0.0,No forward mark,balmo_transition,August 22-31,August 21,,,,,,,,,,,,,,,26,,No forward mark available.,No forward mark
GTN-Stanfield,Global_OUTLIER,Global_OUTLIER_S04,,-0.3324999999999998,,,-0.3324999999999998,0.3743564999999996,0.3743564999999996,,,-1.081212999999999,0.4162129999999994,-1.4555694999999986,0.790569499999999,-1.8299259999999982,1.1649259999999986,OwnHistoryOnly,0,,False,False,,,,,0.0,,,,,,,,,0.0,No forward mark,balmo_transition,August 22-31,August 21,,,,,,,,,,,,,,,26,,No forward mark available.,No forward mark
NWP-Sumas,Global_OUTLIER,Global_OUTLIER_S05,,-0.3450000000000002,,,-0.3450000000000002,0.400302,0.400302,,,-1.145604,0.4556039999999998,-1.5459060000000002,0.8559059999999998,-1.9462080000000002,1.2562079999999998,OwnHistoryOnly,0,,False,False,,,,,0.0,,,,,,,,,0.0,No forward mark,balmo_transition,August 22-31,August 21,,,,,,,,,,,,,,,26,,No forward mark available.,No forward mark
REX-Z3 (receipt) ,Global_OUTLIER,Global_OUTLIER_S06,,-0.6334000000000002,,,-0.6334000000000002,0.1951101599999999,0.1951101599999999,,,-1.02362032,-0.2431796800000004,-1.2187304799999998,-0.04806952000000053,-1.4138406399999996,0.1470406399999994,OwnHistoryOnly,0,,False,False,,,,,0.0,,,,,,,,,0.0,No forward mark,balmo_transition,August 22-31,August 21,,,,,,,,,,,,,,,7,,No forward mark available.,No forward mark
Transco-Z5,Global_OUTLIER,Global_OUTLIER_S07,,0.565,,,0.565,0.30393299999999945,0.30393299999999945,,,-0.04286599999999896,1.1728659999999989,-0.3467989999999984,1.4767989999999984,-0.6507319999999979,1.7807319999999978,OwnHistoryOnly,0,,False,False,,,,,0.0,,,,,,,,,0.0,No forward mark,balmo_transition,August 22-31,August 21,,,,,,,,,,,,,,,26,,No forward mark available.,No forward mark
